name,ratings,no_of_reviews,current_price,original_price
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Duracell Power Bank 10000 mAh, Portable Charger, USB C/Micro USB Input, USB A/USB C Output, Fast Charge Technology, 22.5W Power Delivery for Smartphones, Tablets, Headphones and USB-Powered Devices",4.0,"1,579","1,990","₹2,499"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
"Duracell 20000 MAH Slimmest Power Bank with 1 Type C PD and 2 USB A Port, 22.5W Fast Charging Portable Charger to Charges 3 Devices Simultaneously for iPhones, Android Phones, Smart Watches & More",4.2,"3,119","3,000","₹3,499"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Duracell Power Bank 10000 mAh, Portable Charger, USB C/Micro USB Input, USB A/USB C Output, Fast Charge Technology, 22.5W Power Delivery for Smartphones, Tablets, Headphones and USB-Powered Devices",4.0,"1,579","1,990","₹2,499"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold",4.1,"4,525","1,489","₹3,499"
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)",4.3,5,"1,899","₹2,999"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
"Lifelong 20000 mAh 22.5 W Compact Pocket Size Power Bank (Rust Orange, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Speaker, Tablet)",4.1,71,"2,099","₹3,999"
"Duracell 20000 MAH Slimmest Power Bank with 1 Type C PD and 2 USB A Port, 22.5W Fast Charging Portable Charger to Charges 3 Devices Simultaneously for iPhones, Android Phones, Smart Watches & More",4.2,"3,119","3,000","₹3,499"
"Lifelong Armour 20000 mAh 22.5 W Compact Pocket Size Power Bank with 6 Input/Output Port (Black, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker, Tablet)",5.0,6,"1,899","₹2,999"
"TexoVera C-Thru 10000mAh Transparent Power Bank, 25W Fast Charging with Type C PD (Input & Output | 2 Output Ports and 2 Input | Digital Display (25 W, Power Delivery) (Transparent, Grey, Lithium Ion)",5.0,2,"1,999","₹5,999"
"TexoVera 10000mAh Slim & Compact Powerbank, 25W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices, Made in India (Black)",5.0,2,"1,999","₹5,999"
"TexoVera Wireless Power Bank, 10000 mAh, Rapid Charge, Outputs - 20W Wired | 15W Wireless, Type C PD, Built in Protections, LED Indicator, Compatible with iPhone, Made in India",5.0,2,"1,997","₹5,999"
"Duracell Power Bank 10000 mAh, Portable Charger, USB C/Micro USB Input, USB A/USB C Output, Fast Charge Technology, 22.5W Power Delivery for Smartphones, Tablets, Headphones and USB-Powered Devices",4.0,"1,579","1,990","₹2,499"
"Lifelong 10000mAh MagSafe Power Bank | Slim, Pocket-Sized Wireless Charger with 22.5W Fast Charging and Quick Charge 3.0. Portable and Compatible with Earbuds, mobiles, smartwatches",3.7,12,"2,199","₹3,999"
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)",4.3,5,"1,899","₹2,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
"Ambrane 10000mAh Slim & Compact Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo 10, Black)",3.9,"31,469",999,"₹1,799"
"pTron Dynamo Ultra 20000mAh Power Bank, 22.5W Superfast Charging, Compact Size, Type-C/PD 20W Fast Charging, Supports VOOC/Wrap/Dash/Quick Charge Protocols, 3 Output Ports, Type-C Input/Output (Black)",4.6,"1,273","1,899","₹5,999"
"IKALL IKPB50 20000mAh Power Bank | 22.5W Fast Charging | 3 Output Ports (2 Type A Connector & 1 Type C Connector) | Compatible with Smartphone, Tablet, Smartwatch, Trimmer (White)",5.0,1,"1,949","₹2,999"
"IKALL IKPB50 20000mAh Power Bank | 22.5W Fast Charging | 3 Output Ports (2 Type A Connector & 1 Type C Connector) | Compatible with Smartphone, Tablet, Smartwatch, Trimmer (Black)",5.0,1,"1,949","₹2,999"
"Spigen ArcPack 20000mAh Power Bank | PD 3.0, PPS Fast Carging | 30W Max Output | 2 Type-C Ports, 1 USB-A Port - (ABS + PC | Navy Blue)",4.1,232,"2,478","₹3,499"
"Spigen 20,000mAh, 30W Fast Charging Durable Alloy Power Bank with PD3.0 20W for 2 USB-C Ports, QC3.0 22.5W for USB-A Port - Black",3.9,39,"2,454",₹818
"Boult Newly Launched AmpVault v10 Powerbank with 10000 mAh, 22.5W Fast Charging, LED Display, USB & Type C Input/Output, Overcharge Protection, iPhone & Andriod Mobile Power Bank (Powder Blue)",3.9,71,"1,099","₹2,999"
"Portronics Luxcell MagClick 10k 10000 mAh 15W Magnetic Wireless Fast Charging Power Bank Premium Finish, 22.5 Wired Output Compatible with iPhone 12 & Above,Type C Smartphones,Tablets(Dark Grey)",3.9,"1,724","1,699","₹2,999"
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Blue)",4.2,166,899,"₹2,599"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
"Duracell 20000 MAH Slimmest Power Bank with 1 Type C PD and 2 USB A Port, 22.5W Fast Charging Portable Charger to Charges 3 Devices Simultaneously for iPhones, Android Phones, Smart Watches & More",4.2,"3,119","3,000","₹3,499"
"Ambrane 100W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, 25,000mAh Battery with 100w Gan Charger",5.0,1,"8,998","₹19,998"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold",4.1,"4,525","1,489","₹3,499"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold",4.1,"4,525","1,489","₹3,499"
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)",4.3,5,"1,899","₹2,999"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
LAPCARE Bolt I 10000mAh Powerbank | 22W PD Fast Charging | Transparent Design | LED Indicator | Type C & Dual USB Ports | Dynamic Display |Smart Chip Protection | Low Power Consumption Made in India,4.2,37,999,"₹2,799"
"Duracell 20000 MAH Slimmest Power Bank with 1 Type C PD and 2 USB A Port, 22.5W Fast Charging Portable Charger to Charges 3 Devices Simultaneously for iPhones, Android Phones, Smart Watches & More",4.2,"3,119","3,000","₹3,499"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Yellow),3.9,"1,724","1,398","₹3,999"
"Amazon Basics 10000mAH Lithium Polymer Power Bank | 3 Charging Cables Included | Four Way Output (Micro USB, Type C, iPhone Cables and 1 USB Port), Dual Input (Type C, Micro USB) | Black (Pack of 24)",1.0,1,"43,176","₹1,799"
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black",4.1,"2,791","2,999","₹7,999"
"Enspire® Power Bank 10000mAh Fast Charging | 12W c Type Power Delivery | Slim Design with Dual Input Ports 1 Micro & 1 Type-C | Li-Polymer for iPhone,Samsung,Oneplus (Scoot, Black)",2.7,3,949,"₹1,899"
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold",4.1,"4,525","1,489","₹3,499"
"Lifelong Armour 20000 mAh 22.5 W Compact Pocket Size Power Bank with 6 Input/Output Port (Black, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker, Tablet)",5.0,6,"1,899","₹2,999"
Portronics Luxcell Wireless Mini 10k 10000mAh 15W Magnetic Wireless Fast Charging Smallest Power Bank with 22.5 Wired Output Compatible with iPhone 12 & Above & Other QI Enabled Devices(Black),3.9,"1,724","1,469","₹3,999"
"E GATE 117-BW Wirelesss 10000mAh Powerbank | Fast Charging | Output - 22.5 Wired, 15W Wireless | QC+PD | Strong Magnetic Hold | Inbuilt Stand | LED Display | Made in India (White)",4.9,24,990,"₹3,000"
IKALL IKPB20D 20W Fast Charging 20000 mAh Power Bank with Digital Display (White),5.0,2,"1,639","₹2,799"
IKALL IKPB20D 20W Fast Charging 20000 mAh Power Bank with Digital Display (Yellow),5.0,2,"1,639","₹2,799"
Portable Solar Charger Power Bank Fast Charging,5.0,4,"5,999","₹9,999"
"IKALL IKPB10D Wireless Charging 10000 mAh Power Bank with 22.5W Wired Fast Charging and 15W Wireless Charging, Dual USB Output and One Type C Output and Input (Black)",5.0,1,"1,449","₹2,599"
IKALL IKPB10M 20W Fast Charging 10000 mAh Power Bank with Dual USB Output and Type C Input | Fast Power Delivery and Digital Display (Yellow),5.0,4,"1,269","₹2,499"
alain store Pocket Charge Alain Store 3-In-1 Camping Working Emergency Large Capacity 5000Mah External Mobile Battery Charger Detachable Connectors (Black),3.6,37,"1,410","₹3,999"
LAPCARE Bolt Pro 20000Mah Transparent Power Bank | 22watt Type-C PD Fast Charging | Dual USB QC Port | Led Display | Multi Circuit Protection | Made in India,4.0,259,"1,249","₹4,899"
Amazon Basics Ultimate Power 20000mAh Power Bank for laptop & mobile charging | Triple Output PD100W + 30W | USB A 22.5W Fast Charging | LED Display | in-built Protection | Rapid Charge | Extended Use,4.2,"3,966","4,049","₹12,749"
IKALL IKPB10M 20W Fast Charging 10000 mAh Power Bank with Dual USB Output and Type C Input | Fast Power Delivery and Digital Display (White),5.0,4,"1,269","₹2,499"
IKALL IKPB10M 20W Fast Charging 10000 mAh Power Bank with Dual USB Output and Type C Input | Fast Power Delivery and Digital Display (Black),5.0,4,"1,332","₹2,499"
"pTron Dynamo Electra 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Cables, 3 Output Ports & BIS Certified (Black)",4.6,"1,273","1,599","₹3,799"
"Lifelong ChargeMate 10000 mAh 22.5 W Wireless with MagSafe Slim Pocket Size Power Bank (White, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Earbuds, Mobile, Smartwatch, Speaker, Tablet)",3.5,46,"2,199","₹3,999"
URBN 20000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input Only | Pocket Size | Made in India (Green),3.7,"1,536",985.,"₹3,499"
